Geography,Geographic Area Name,"Employed population (16+ years, all)","Employed population (16+ years, female)",Workers who commute to work (total),Workers who commute to work (drive alone),Workers who commute to work (carpool),Workers who commute to work (public transit),Workers who commute to work (walk),Workers who commute to work (other),Workers who commute to work (work from home),Mean travel time to work (minutes),Median household income (dollars),Mean household income (dollars)
1400000US06037900104,"Census Tract 9001.04, Los Angeles County, California",4173,2118,1684,1372,84,12,0,24,192,53.9,49886,63327
1400000US06037900301,"Census Tract 9003.01, Los Angeles County, California",3230,1467,1595,836,207,0,144,12,396,32.5,56642,66420
1400000US06037900501,"Census Tract 9005.01, Los Angeles County, California",5589,3069,2814,2392,237,48,9,16,112,30.2,60848,67438
1400000US06037900504,"Census Tract 9005.04, Los Angeles County, California",4708,2413,2648,1737,624,60,9,115,103,33.8,59212,74821
1400000US06037900505,"Census Tract 9005.05, Los Angeles County, California",2961,1471,1127,943,100,48,0,15,21,39.4,45424,67924
1400000US06037900506,"Census Tract 9005.06, Los Angeles County, California",3210,1658,1571,1264,221,37,2,0,47,34.9,55938,63555
1400000US06037900508,"Census Tract 9005.08, Los Angeles County, California",2591,1294,1316,1111,151,8,0,0,46,32.7,72891,85701
1400000US06037900509,"Census Tract 9005.09, Los Angeles County, California",2618,1543,1390,1321,37,0,12,0,20,26.9,48438,61962
1400000US06037900510,"Census Tract 9005.10, Los Angeles County, California",2464,1509,1066,952,114,0,0,0,0,24.5,42934,53230
1400000US06037900602,"Census Tract 9006.02, Los Angeles County, California",3459,1766,1688,1453,69,46,2,56,62,31,41016,43484
1400000US06037900606,"Census Tract 9006.06, Los Angeles County, California",2848,1650,1204,916,80,48,0,0,160,31.6,38534,44046
1400000US06037900607,"Census Tract 9006.07, Los Angeles County, California",3086,1664,1401,1026,227,27,48,15,58,24.6,54016,57270
1400000US06037900608,"Census Tract 9006.08, Los Angeles County, California",2767,1428,1118,893,61,0,0,28,136,32.6,62527,59312
1400000US06037900609,"Census Tract 9006.09, Los Angeles County, California",3119,1685,1514,1228,129,47,12,19,79,30.3,38684,54536
1400000US06037900610,"Census Tract 9006.10, Los Angeles County, California",2618,1221,981,944,37,0,0,0,0,19.1,28017,39147
1400000US06037900611,"Census Tract 9006.11, Los Angeles County, California",2965,1385,1719,1410,137,167,0,0,5,31.3,70566,80038
1400000US06037900701,"Census Tract 9007.01, Los Angeles County, California",3377,1813,1447,1120,99,45,8,8,167,32,42380,52693
1400000US06037900703,"Census Tract 9007.03, Los Angeles County, California",3851,2047,1853,1445,177,56,8,29,138,33.7,45582,48012
1400000US06037900704,"Census Tract 9007.04, Los Angeles County, California",2129,1085,1478,1341,31,20,29,16,41,30.4,42437,49346
1400000US06037900705,"Census Tract 9007.05, Los Angeles County, California",3228,1660,1679,1503,104,0,18,18,36,23.7,48738,63253
1400000US06037900804,"Census Tract 9008.04, Los Angeles County, California",2577,1368,1115,899,112,27,5,6,66,26.6,39000,49514
1400000US06037900805,"Census Tract 9008.05, Los Angeles County, California",4079,2261,1688,1312,160,68,8,7,133,31.6,66684,75197
1400000US06037900806,"Census Tract 9008.06, Los Angeles County, California",3245,2027,908,701,76,0,45,9,77,24.3,21296,33755
1400000US06037900807,"Census Tract 9008.07, Los Angeles County, California",2601,1613,1257,939,156,23,0,89,50,41.7,62583,70773
1400000US06037900808,"Census Tract 9008.08, Los Angeles County, California",3510,1860,1773,1144,521,54,0,0,54,28.2,59318,60225
1400000US06037900901,"Census Tract 9009.01, Los Angeles County, California",2009,972,1030,819,101,0,85,25,0,35.9,53910,92138
1400000US06037900902,"Census Tract 9009.02, Los Angeles County, California",1334,694,602,537,58,0,7,0,0,38.1,53083,82633
1400000US06037901003,"Census Tract 9010.03, Los Angeles County, California",4820,3,0,0,0,0,0,0,0,-,-,-
1400000US06037901007,"Census Tract 9010.07, Los Angeles County, California",1455,712,745,607,47,0,38,4,49,25.6,72262,98171
1400000US06037901008,"Census Tract 9010.08, Los Angeles County, California",2221,1173,1294,1079,127,0,2,38,48,23.9,70795,85802
1400000US06037901009,"Census Tract 9010.09, Los Angeles County, California",4105,2226,2004,1585,217,60,28,26,88,34.3,81021,107868
1400000US06037901010,"Census Tract 9010.10, Los Angeles County, California",3930,2048,1924,1667,141,24,0,15,77,32.2,57378,77933
1400000US06037901011,"Census Tract 9010.11, Los Angeles County, California",3921,1888,2350,1806,214,26,54,45,205,25.1,74871,85379
1400000US06037901012,"Census Tract 9010.12, Los Angeles County, California",4247,1946,2536,2199,235,6,0,0,96,40.2,106724,119800
1400000US06037901013,"Census Tract 9010.13, Los Angeles County, California",2281,1146,1446,1174,146,18,0,45,63,27.7,112188,115530
1400000US06037901014,"Census Tract 9010.14, Los Angeles County, California",3504,1568,1904,1548,140,43,0,0,173,29.5,114007,139100
1400000US06037901101,"Census Tract 9011.01, Los Angeles County, California",4216,2216,2234,1716,285,0,0,23,210,31.5,74500,80603
1400000US06037901102,"Census Tract 9011.02, Los Angeles County, California",4562,2311,2405,1974,205,69,0,44,113,31,76675,93649
1400000US06037901209,"Census Tract 9012.09, Los Angeles County, California",1160,556,615,481,76,23,2,0,33,43.9,72500,72065
1400000US06037901210,"Census Tract 9012.10, Los Angeles County, California",1351,588,661,572,17,0,0,0,72,47.2,74219,87599
1400000US06037901214,"Census Tract 9012.14, Los Angeles County, California",3575,1740,2185,1694,312,57,0,0,122,36.7,90741,107078
1400000US06037901215,"Census Tract 9012.15, Los Angeles County, California",2512,1485,1234,1026,144,14,19,0,31,32.4,44418,76945
1400000US06037901216,"Census Tract 9012.16, Los Angeles County, California",1697,929,1067,858,107,0,0,0,102,37.9,94528,116563
1400000US06037901217,"Census Tract 9012.17, Los Angeles County, California",1353,613,706,591,28,0,0,4,83,41.3,113750,115065
1400000US06037901218,"Census Tract 9012.18, Los Angeles County, California",2068,1158,1091,870,116,0,8,0,97,31.4,130199,169104
1400000US06037901300,"Census Tract 9013, Los Angeles County, California",1632,833,767,607,77,0,16,0,67,33.4,47049,71383
1400000US06037910002,"Census Tract 9100.02, Los Angeles County, California",5984,2865,3265,2800,104,0,15,58,288,39.9,53889,65780
1400000US06037910210,"Census Tract 9102.10, Los Angeles County, California",5322,2657,3273,2343,557,9,0,0,364,34.9,111044,130356
1400000US06037910211,"Census Tract 9102.11, Los Angeles County, California",1338,758,801,672,74,7,9,17,22,25.4,174167,193892
1400000US06037910212,"Census Tract 9102.12, Los Angeles County, California",3106,1527,1428,1221,61,0,14,14,118,23.1,97569,110816
1400000US06037910213,"Census Tract 9102.13, Los Angeles County, California",1114,557,682,545,95,0,0,8,34,37.8,90682,139841
1400000US06037910214,"Census Tract 9102.14, Los Angeles County, California",4080,2137,2407,2035,215,74,3,0,80,37.4,96337,110993
1400000US06037910215,"Census Tract 9102.15, Los Angeles County, California",4952,2633,3003,2355,326,14,8,49,251,35.3,78552,89256
1400000US06037910216,"Census Tract 9102.16, Los Angeles County, California",3692,1947,2430,1891,254,6,0,184,95,35,121563,131639
1400000US06037910217,"Census Tract 9102.17, Los Angeles County, California",3072,1559,1764,1331,187,8,0,17,221,40,96058,101668
1400000US06037910218,"Census Tract 9102.18, Los Angeles County, California",3290,1744,1482,1210,165,16,0,39,52,55.7,54469,73181
1400000US06037910301,"Census Tract 9103.01, Los Angeles County, California",3271,1374,1790,1305,357,56,0,0,72,39.3,108269,116371
1400000US06037910302,"Census Tract 9103.02, Los Angeles County, California",4072,2051,2435,2022,188,59,29,29,108,35.9,86375,100658
1400000US06037910401,"Census Tract 9104.01, Los Angeles County, California",4554,2203,2517,2065,137,0,16,0,299,37.3,76522,94439
1400000US06037910404,"Census Tract 9104.04, Los Angeles County, California",3186,1611,1749,1357,205,12,0,57,118,45.6,53598,64806
1400000US06037910405,"Census Tract 9104.05, Los Angeles County, California",3718,2132,2030,1538,245,93,19,31,104,33.4,31827,47075
1400000US06037910501,"Census Tract 9105.01, Los Angeles County, California",3474,1915,1546,1145,114,59,0,87,141,31.6,24914,33604
1400000US06037910502,"Census Tract 9105.02, Los Angeles County, California",3088,1479,1572,1292,162,34,0,0,84,42.4,40788,50487
1400000US06037910504,"Census Tract 9105.04, Los Angeles County, California",3009,1572,1384,1115,186,24,0,0,59,39.7,51636,57470
1400000US06037910505,"Census Tract 9105.05, Los Angeles County, California",2423,1250,1310,1073,210,3,0,14,10,44.7,64813,76141
1400000US06037910601,"Census Tract 9106.01, Los Angeles County, California",4700,2434,2340,1809,297,42,7,48,137,46,49583,66497
1400000US06037910602,"Census Tract 9106.02, Los Angeles County, California",3316,1699,1850,1320,245,102,19,98,66,41.4,41081,58283
1400000US06037910605,"Census Tract 9106.05, Los Angeles County, California",3340,1595,1598,1194,287,25,19,24,49,46,48705,61769
1400000US06037910606,"Census Tract 9106.06, Los Angeles County, California",2148,964,1095,816,157,42,0,19,61,47,47083,61565
1400000US06037910607,"Census Tract 9106.07, Los Angeles County, California",2565,1306,1412,1088,182,0,0,41,101,57.2,40250,57890
1400000US06037910608,"Census Tract 9106.08, Los Angeles County, California",2714,1438,1085,734,175,52,0,47,77,46.9,57760,56794
1400000US06037910706,"Census Tract 9107.06, Los Angeles County, California",4323,2410,2247,1817,222,66,0,76,66,45.5,66724,73688
1400000US06037910707,"Census Tract 9107.07, Los Angeles County, California",3381,1885,1940,1476,205,56,0,26,177,41.3,57250,67196
1400000US06037910709,"Census Tract 9107.09, Los Angeles County, California",1315,681,715,521,95,5,0,0,94,52.1,98088,98357
1400000US06037910712,"Census Tract 9107.12, Los Angeles County, California",2461,1304,1276,863,231,11,18,0,153,43.2,71842,84636
1400000US06037910713,"Census Tract 9107.13, Los Angeles County, California",4691,2376,2326,1573,530,64,16,76,67,45.4,64313,69546
1400000US06037910714,"Census Tract 9107.14, Los Angeles County, California",2679,1300,1498,1095,253,15,31,16,88,47.6,61909,72050
1400000US06037910715,"Census Tract 9107.15, Los Angeles County, California",4708,2276,2550,1960,439,36,14,10,91,46.2,55651,61504
1400000US06037910716,"Census Tract 9107.16, Los Angeles County, California",4452,2153,2508,1896,420,31,0,0,161,40,77500,92308
1400000US06037910717,"Census Tract 9107.17, Los Angeles County, California",1766,827,875,575,159,2,1,46,92,40.8,81667,99216
1400000US06037910718,"Census Tract 9107.18, Los Angeles County, California",3713,1832,2165,1798,238,32,0,0,97,49.9,67330,83544
1400000US06037910719,"Census Tract 9107.19, Los Angeles County, California",2846,1635,1360,910,240,0,40,121,49,51.4,71774,76918
1400000US06037910720,"Census Tract 9107.20, Los Angeles County, California",3495,1925,1591,1144,137,0,23,126,161,36.5,48925,83339
1400000US06037910721,"Census Tract 9107.21, Los Angeles County, California",2094,921,1243,1092,85,0,25,29,12,40.1,62045,65681
1400000US06037910804,"Census Tract 9108.04, Los Angeles County, California",2511,1229,1387,1075,233,28,8,0,43,51.5,97792,135514
1400000US06037910807,"Census Tract 9108.07, Los Angeles County, California",4554,2193,2643,2059,225,13,0,51,295,46.7,107386,118774
1400000US06037910808,"Census Tract 9108.08, Los Angeles County, California",2790,1405,1732,1397,97,25,65,52,96,38.1,100759,117036
1400000US06037910809,"Census Tract 9108.09, Los Angeles County, California",1675,860,923,652,49,0,0,6,216,46.4,160250,180499
1400000US06037910810,"Census Tract 9108.10, Los Angeles County, California",1909,925,1274,1065,99,20,33,4,53,42.5,148125,165487
1400000US06037910814,"Census Tract 9108.14, Los Angeles County, California",3267,1613,1700,1268,190,0,0,27,215,45.9,91875,120223
1400000US06037910815,"Census Tract 9108.15, Los Angeles County, California",4476,2108,2350,1823,226,0,13,16,272,52.5,102400,118439
1400000US06037911001,"Census Tract 9110.01, Los Angeles County, California",3097,1552,1065,812,135,15,0,0,103,54.2,54327,72267
1400000US06037911100,"Census Tract 9111, Los Angeles County, California",6230,2917,3004,2448,383,9,6,118,40,43.8,54444,66998
1400000US06037920013,"Census Tract 9200.13, Los Angeles County, California",4953,2452,2994,2189,298,91,38,26,352,40.6,130026,141362
1400000US06037920015,"Census Tract 9200.15, Los Angeles County, California",4959,2582,3159,2297,254,86,35,42,445,38.9,151902,161553
1400000US06037920016,"Census Tract 9200.16, Los Angeles County, California",3084,1718,1936,1598,150,6,49,23,110,31.4,134063,151210
1400000US06037920017,"Census Tract 9200.17, Los Angeles County, California",3249,1620,1763,1320,247,49,6,44,97,34.6,112292,134181
1400000US06037920018,"Census Tract 9200.18, Los Angeles County, California",1546,689,991,680,127,25,0,17,142,39,114219,120111
1400000US06037920020,"Census Tract 9200.20, Los Angeles County, California",4939,2421,3301,2438,377,52,30,130,274,37.8,107969,138217
1400000US06037920028,"Census Tract 9200.28, Los Angeles County, California",5899,3109,3718,2919,384,113,0,47,255,36.1,119219,132563
1400000US06037920029,"Census Tract 9200.29, Los Angeles County, California",4107,2154,2562,1872,375,26,10,25,254,33.2,84315,89053
1400000US06037920030,"Census Tract 9200.30, Los Angeles County, California",3843,1849,2267,1719,343,35,0,17,153,45.2,92759,119891
1400000US06037920031,"Census Tract 9200.31, Los Angeles County, California",3826,2078,1942,1737,86,22,13,33,51,37.3,58617,81857
1400000US06037920034,"Census Tract 9200.34, Los Angeles County, California",2603,1277,1574,1312,158,39,0,13,52,34.8,89234,114003
1400000US06037920035,"Census Tract 9200.35, Los Angeles County, California",5154,2537,3461,3004,267,164,0,0,26,39.5,77086,94623
1400000US06037920038,"Census Tract 9200.38, Los Angeles County, California",1239,598,760,547,164,8,22,0,19,36.1,50000,65776
1400000US06037920039,"Census Tract 9200.39, Los Angeles County, California",1362,700,834,644,86,23,0,9,72,31.5,128125,135953
1400000US06037920040,"Census Tract 9200.40, Los Angeles County, California",3134,1593,2064,1794,92,63,12,0,103,42.1,99688,110893
1400000US06037920041,"Census Tract 9200.41, Los Angeles County, California",995,529,664,451,153,5,8,9,38,38.8,85821,95446
1400000US06037920042,"Census Tract 9200.42, Los Angeles County, California",5237,2760,3564,2450,244,368,0,105,397,41,96200,98108
1400000US06037920043,"Census Tract 9200.43, Los Angeles County, California",5599,2904,3603,2757,271,59,0,78,438,44.9,155917,172213
1400000US06037920044,"Census Tract 9200.44, Los Angeles County, California",1916,968,1259,899,174,65,7,25,89,34.9,97100,110405
1400000US06037920045,"Census Tract 9200.45, Los Angeles County, California",3594,1873,2358,1930,214,72,0,14,128,35.1,127292,136080
1400000US06037920046,"Census Tract 9200.46, Los Angeles County, California",2896,1430,1813,1596,114,16,0,8,79,44.3,71619,77014
1400000US06037920047,"Census Tract 9200.47, Los Angeles County, California",4428,2351,3066,2447,474,24,0,68,53,32.6,55959,62080
1400000US06037920048,"Census Tract 9200.48, Los Angeles County, California",4190,2209,2689,2140,191,144,11,43,160,41.5,80795,92755
1400000US06037920049,"Census Tract 9200.49, Los Angeles County, California",4080,2042,2481,2007,135,77,0,9,253,36.7,138667,158295
1400000US06037920050,"Census Tract 9200.50, Los Angeles County, California",1103,451,481,432,26,6,0,0,17,52.1,71875,93001
1400000US06037920102,"Census Tract 9201.02, Los Angeles County, California",3653,1755,2142,1651,223,11,81,10,166,35,81875,96545
1400000US06037920104,"Census Tract 9201.04, Los Angeles County, California",2289,1186,1356,1023,173,0,5,33,122,31.9,132738,140360
1400000US06037920106,"Census Tract 9201.06, Los Angeles County, California",2998,1390,1797,1317,356,38,0,43,43,32.5,92061,99474
1400000US06037920109,"Census Tract 9201.09, Los Angeles County, California",3821,2000,2358,1769,198,11,26,104,250,40.4,117292,130533
1400000US06037920110,"Census Tract 9201.10, Los Angeles County, California",2464,1244,1557,1081,217,54,0,31,174,37.3,128387,164914
1400000US06037920111,"Census Tract 9201.11, Los Angeles County, California",2220,1055,1301,817,109,98,0,15,262,41.7,125572,117051
1400000US06037920112,"Census Tract 9201.12, Los Angeles County, California",3278,1686,1862,1363,102,24,10,19,344,43.3,124286,139650
1400000US06037920114,"Census Tract 9201.14, Los Angeles County, California",5011,2308,3543,2904,109,8,11,31,480,28.1,117049,135368
1400000US06037920115,"Census Tract 9201.15, Los Angeles County, California",3375,1891,2003,1681,112,92,23,10,85,31.9,92008,135094
1400000US06037920116,"Census Tract 9201.16, Los Angeles County, California",3880,1930,2430,1835,332,0,26,30,207,29.9,115461,143763
